name,genres
Nightshade／百花百狼,"[{'id': '25', 'description': 'Adventure'}]"
Trickster VR: Co-op Dungeon Crawler,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Sally's Law,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Duckpocalypse,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Oh...Sir!! The Insult Simulator,"[{'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
Avalon Legends Solitaire 2,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Home - A VR Spacewalk,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]"
Unbox: Newbie's Adventure,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Hero Boy,"[{'id': '23', 'description': 'Indie'}]"
Multiscreens,"[{'id': '57', 'description': 'Utilities'}, {'id': '70', 'description': 'Early Access'}]"
69 Ways to Kill a Zombie,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Wave Magic VR,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '70', 'description': 'Early Access'}]"
Make America Great Again,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
BitRay2,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Drunk On Nectar - The Nature Simulator,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '70', 'description': 'Early Access'}]"
The Pirate: Caribbean Hunt,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
Zombie Estate 2,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Cursed West,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
HoCWar,"[{'id': '37', 'description': 'Free to Play'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]"
Gochi-Show! -How To Learn Japanese Cooking Game-,"[{'id': '25', 'description': 'Adventure'}]"
Gochi-Show! for Girls -How To Learn Japanese Cooking Game-,"[{'id': '25', 'description': 'Adventure'}]"
VR Gallery,"[{'id': '53', 'description': 'Design & Illustration'}]"
Final Quest,"[{'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
Pan-Dimensional Conga Combat,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Duckles: the Jigsaw Witch,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Velocidevorium,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Flat Path,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
One Giant Leap,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '9', 'description': 'Racing'}, {'id': '70', 'description': 'Early Access'}]"
IACTURA,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Quern - Undying Thoughts,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Zombie Trigger,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '70', 'description': 'Early Access'}]"
Streets of Rogue,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '70', 'description': 'Early Access'}]"
Trigger Time,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
KUBOOM,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}]"
Outrageous Grounds: The Maze,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '70', 'description': 'Early Access'}]"
Wills and Wonders,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]"
OCCHIO,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
Daylight's End VR Edition,
The Tower: Last Stand,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
Voidrunner,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '70', 'description': 'Early Access'}]"
EDMtv VR,"[{'id': '52', 'description': 'Audio Production'}, {'id': '58', 'description': 'Video Production'}]"
Rescue Bear Operation,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '70', 'description': 'Early Access'}]"
The Underground Man,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Birdtual Reality,"[{'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}, {'id': '28', 'description': 'Simulation'}]"
Rogue Stache,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Green Moon 2,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]"
Lockdown: Stand Alone,"[{'id': '1', 'description': 'Action'}]"
Lucius III,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Schacht,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}]"
Aviators,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '18', 'description': 'Sports'}, {'id': '70', 'description': 'Early Access'}]"
ALICE VR,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Party Tycoon,"[{'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]"
Through Abandoned: The Forest,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Mu Cartographer,"[{'id': '23', 'description': 'Indie'}]"
Blade & Bones,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
VR Escape the space station,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
Path of War,"[{'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '2', 'description': 'Strategy'}]"
Drop Alive,"[{'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}]"
Agenda,"[{'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]"
Geo,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
1943 Berlin Blitz,"[{'id': '23', 'description': 'Indie'}]"
Intralism,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Anykey Simulator,"[{'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
Deadly Metal,"[{'id': '73', 'description': 'Violent'}, {'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Vive le Roi,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Hunger Dungeon,"[{'id': '1', 'description': 'Action'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}]"
Wooden House,"[{'id': '74', 'description': 'Gore'}, {'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Miaou Moon,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
So Many Cubes,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]"
Energy Invasion,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Madrobot X,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
SkyTime,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Squeezone,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
Zula - Europe,"[{'id': '1', 'description': 'Action'}, {'id': '37', 'description': 'Free to Play'}, {'id': '29', 'description': 'Massively Multiplayer'}]"
Rest in Jelly,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Maximum Archery The Game,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}, {'id': '2', 'description': 'Strategy'}]"
Danger Zone 2,"[{'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}]"
SCUM,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '70', 'description': 'Early Access'}]"
Archipelago,"[{'id': '2', 'description': 'Strategy'}]"
Joana's Life,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
3dSunshine,"[{'id': '51', 'description': 'Animation & Modeling'}, {'id': '53', 'description': 'Design & Illustration'}, {'id': '57', 'description': 'Utilities'}, {'id': '70', 'description': 'Early Access'}]"
Click Space Miner,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Turbo Pug DX,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
DEADLOCK,"[{'id': '70', 'description': 'Early Access'}]"
Arkham Nightmares,"[{'id': '25', 'description': 'Adventure'}]"
LUXIS,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
Friday Night Bullet Arena,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Elena,"[{'id': '25', 'description': 'Adventure'}]"
Panzer Warfare,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]"
The Frostrune,"[{'id': '25', 'description': 'Adventure'}]"
Desperate Times,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
J.U.R : Japan Underground Racing,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}, {'id': '28', 'description': 'Simulation'}]"
Galactic Fighters,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Oh No! Bugs!,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Happy Empire,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
Football Mogul 15,"[{'id': '4', 'description': 'Casual'}, {'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}, {'id': '2', 'description': 'Strategy'}]"
Uprising 2: Lead and Destroy,"[{'id': '1', 'description': 'Action'}, {'id': '2', 'description': 'Strategy'}]"
Deadly Dozen,"[{'id': '1', 'description': 'Action'}, {'id': '2', 'description': 'Strategy'}]"
Beautiful Japanese Scenery - Animated Jigsaws,"[{'id': '4', 'description': 'Casual'}, {'id': '28', 'description': 'Simulation'}]"
Elite Warriors: Vietnam,"[{'id': '1', 'description': 'Action'}]"
Line of Sight: Vietnam,"[{'id': '1', 'description': 'Action'}]"
18 Wheels of Steel: Across America,"[{'id': '28', 'description': 'Simulation'}]"
18 Wheels of Steel: Convoy,"[{'id': '28', 'description': 'Simulation'}]"
18 Wheels of Steel: Haulin’,"[{'id': '28', 'description': 'Simulation'}]"
Mythic Victory Arena,"[{'id': '4', 'description': 'Casual'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]"
Super GunWorld 2,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
ALONE?,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
Factory Engineer,"[{'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
SENRAN KAGURA Bon Appétit! - Full Course,"[{'id': '4', 'description': 'Casual'}]"
Aliens Go Home Run,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Fancy Slingshot VR,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '28', 'description': 'Simulation'}]"
Freedom Fighter,"[{'id': '73', 'description': 'Violent'}, {'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
DragonBlast VR,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}, {'id': '70', 'description': 'Early Access'}]"
PooShooter: Toilet Invaders,"[{'id': '1', 'description': 'Action'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}]"
Legends of Time,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '3', 'description': 'RPG'}, {'id': '70', 'description': 'Early Access'}]"
Gun Brothers,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '70', 'description': 'Early Access'}]"
Cyberline Racing,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}]"
Fantastic 4 In A Row 2,"[{'id': '4', 'description': 'Casual'}, {'id': '2', 'description': 'Strategy'}]"
Fantastic Checkers 2,"[{'id': '4', 'description': 'Casual'}, {'id': '2', 'description': 'Strategy'}]"
Ultimate Word Search 2: Letter Boxed,"[{'id': '4', 'description': 'Casual'}]"
Atomic Society,"[{'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]"
Unreal Heroes,"[{'id': '73', 'description': 'Violent'}, {'id': '74', 'description': 'Gore'}, {'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}]"
Sparky's Hunt,"[{'id': '23', 'description': 'Indie'}]"
Rally Racers,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}, {'id': '2', 'description': 'Strategy'}]"
Hate Free Heroes RPG 2.0,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
Beat The Dictators,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free to Play'}]"
Pinball Parlor,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Cooking Witch,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Ellipsis,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
TankYou!,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Orbital X,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
BitMaster,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Satellite Command,"[{'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
Mystery Case Files®: 13th Skull™ Collector's Edition,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]"
Resfort,"[{'id': '72', 'description': 'Nudity'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '70', 'description': 'Early Access'}]"
Dark Tales: Edgar Allan Poe's The Masque of the Red Death Collector's Edition,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]"
Hidden Expedition: Dawn of Prosperity Collector's Edition,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]"
Final Cut: Death on the Silver Screen Collector's Edition,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]"
Nightmare Adventures: The Witch's Prison,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]"
Spirits of Mystery: Amber Maiden Collector's Edition,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]"
Grave Mania: Pandemic Pandemonium,"[{'id': '4', 'description': 'Casual'}]"
Best in Show Solitaire,"[{'id': '4', 'description': 'Casual'}]"
Eldritch Hunter,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Wasps!,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}]"
Stifled - Echolocation Horror Mystery,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
Fat City,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
Super Jagua,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]"
>observer_,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Crash Wheels,"[{'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}]"
Super Hop 'N' Bop ULTRA,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Drive Megapolis,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}, {'id': '28', 'description': 'Simulation'}]"
Outbreak,"[{'id': '73', 'description': 'Violent'}, {'id': '74', 'description': 'Gore'}, {'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
PANIC at Multiverse High!,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
A Duel Hand Disaster: Trackher,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '70', 'description': 'Early Access'}]"
The VR Museum of Fine Art,"[{'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
Make America Great Again: The Trump Presidency,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
Bus Simulator 18,"[{'id': '28', 'description': 'Simulation'}]"
Cliff Hanger,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
F1™ 2017,"[{'id': '9', 'description': 'Racing'}, {'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}]"
Cleo's Lost Idols,"[{'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
Virtual Rides 3 - Funfair Simulator,"[{'id': '4', 'description': 'Casual'}, {'id': '28', 'description': 'Simulation'}]"
Invention 2,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Hyper color ball,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
UBERMOSH Vol.3,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Straimium Immortaly,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Warriors of Vilvatikta,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
Snowday,"[{'id': '1', 'description': 'Action'}, {'id': '70', 'description': 'Early Access'}]"
Radical Heroes: Crimson City Crisis,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Marty Thinks 4D,"[{'id': '23', 'description': 'Indie'}]"
ROCK,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
Hooligan Vasja,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
The Horus Heresy: Battle of Tallarn - Iron Edition,"[{'id': '2', 'description': 'Strategy'}]"
Candy Thieves - Tale of Gnomes,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '2', 'description': 'Strategy'}]"
Board Defenders,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
Insane Robots,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]"
Everything is Peachy,"[{'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
ToeJam & Earl: Back in the Groove!,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Juno's Darkest Hour,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Runner3,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Skynet Rising : Portal to the Past,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '70', 'description': 'Early Access'}]"
Football Blitz,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '18', 'description': 'Sports'}]"
Ruin of the Reckless,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
Alien Rampage,"[{'id': '73', 'description': 'Violent'}, {'id': '74', 'description': 'Gore'}, {'id': '1', 'description': 'Action'}]"
Glory by Example,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
50 Years,"[{'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '70', 'description': 'Early Access'}]"
CRAPPY ZOMBIE GAME,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Pinkman,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Zissi's Island,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Orake 2D MMORPG,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]"
Omega Reaction,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}]"
Chaos Of Hearts,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]"
Relativity,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
The Odyssey,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
ADAPTR,"[{'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
DYSTORIA,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}, {'id': '2', 'description': 'Strategy'}]"
CyberThreat,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '70', 'description': 'Early Access'}]"
Bai Qu · 百曲,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Guardian war VR,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}]"
A Large Quantity Of Mushrooms,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '70', 'description': 'Early Access'}]"
Preston Sterling,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
